Gene stable ID,Transcript stable ID,Gene type
ENSG00000167085,ENST00000696365,protein_coding
ENSG00000196415,ENST00000234347,protein_coding
ENSG00000137474,ENST00000409709,protein_coding
ENSG00000114631,ENST00000342480,protein_coding
ENSG00000268500,ENST00000683636,protein_coding
ENSG00000146013,ENST00000274721,protein_coding
ENSG00000113070,ENST00000230990,protein_coding
ENSG00000174562,ENST00000601680,protein_coding
ENSG00000115604,ENST00000410040,protein_coding
ENSG00000114626,ENST00000483857,protein_coding
ENSG00000113140,ENST00000231061,protein_coding
ENSG00000019169,ENST00000327097,protein_coding
ENSG00000141349,ENST00000696383,protein_coding
ENSG00000139437,ENST00000537218,protein_coding
ENSG00000167595,ENST00000444637,protein_coding
ENSG00000235118,ENST00000441223,protein_coding
ENSG00000163046,ENST00000465868,protein_coding
ENSG00000039537,ENST00000337836,protein_coding
ENSG00000184924,ENST00000328379,protein_coding
ENSG00000187715,ENST00000405109,protein_coding
ENSG00000162959,ENST00000295065,protein_coding
ENSG00000154269,ENST00000427707,protein_coding
ENSG00000076513,ENST00000553025,protein_coding
ENSG00000180626,ENST00000575779,protein_coding
ENSG00000074416,ENST00000453507,protein_coding
ENSG00000267631,ENST00000301407,protein_coding
ENSG00000161929,ENST00000574081,protein_coding
ENSG00000225950,ENST00000696088,protein_coding
ENSG00000105251,ENST00000543264,protein_coding
ENSG00000084090,ENST00000337288,protein_coding
ENSG00000091127,ENST00000481939,protein_coding
ENSG00000167664,ENST00000595645,protein_coding
ENSG00000078687,ENST00000696270,protein_coding
ENSG00000105255,ENST00000221856,protein_coding
ENSG00000180353,ENST00000314583,protein_coding
ENSG00000122970,ENST00000361948,protein_coding
ENSG00000003137,ENST00000001146,protein_coding
ENSG00000112936,ENST00000696441,protein_coding
ENSG00000157764,ENST00000496384,protein_coding
ENSG00000116857,ENST00000367330,protein_coding
ENSG00000138829,ENST00000262464,protein_coding
ENSG00000167840,ENST00000696535,protein_coding
ENSG00000168477,ENST00000644971,protein_coding
ENSG00000134326,ENST00000458098,protein_coding
ENSG00000121101,ENST00000349033,protein_coding
ENSG00000178297,ENST00000649857,protein_coding
ENSG00000115942,ENST00000234296,protein_coding
ENSG00000129951,ENST00000359894,protein_coding
ENSG00000173226,ENST00000310864,protein_coding
ENSG00000163395,ENST00000335211,protein_coding
ENSG00000198858,ENST00000361574,protein_coding
ENSG00000110169,ENST00000265983,protein_coding
ENSG00000111846,ENST00000410107,protein_coding
ENSG00000070019,ENST00000261170,protein_coding
ENSG00000155511,ENST00000481559,protein_coding
ENSG00000116014,ENST00000592648,protein_coding
ENSG00000081248,ENST00000362061,protein_coding
ENSG00000119013,ENST00000450023,protein_coding
ENSG00000149972,ENST00000525047,protein_coding
ENSG00000145088,ENST00000490434,protein_coding
ENSG00000197561,ENST00000590230,protein_coding
ENSG00000246705,ENST00000544848,protein_coding
ENSG00000163406,ENST00000489711,protein_coding
ENSG00000084463,ENST00000261167,protein_coding
ENSG00000152527,ENST00000282406,protein_coding
ENSG00000089639,ENST00000203556,protein_coding
ENSG00000153157,ENST00000341041,protein_coding
ENSG00000108255,ENST00000225387,protein_coding
ENSG00000163440,ENST00000295645,protein_coding
ENSG00000182993,ENST00000533472,protein_coding
ENSG00000108256,ENST00000225388,protein_coding
ENSG00000109255,ENST00000511469,protein_coding
ENSG00000179256,ENST00000316048,protein_coding
ENSG00000153956,ENST00000356860,protein_coding
ENSG00000111339,ENST00000228936,protein_coding
ENSG00000111859,ENST00000379446,protein_coding
ENSG00000198336,ENST00000571981,protein_coding
ENSG00000111341,ENST00000539261,protein_coding
ENSG00000166833,ENST00000360655,protein_coding
ENSG00000139055,ENST00000266397,protein_coding
ENSG00000111348,ENST00000228945,protein_coding
ENSG00000259207,ENST00000696963,protein_coding
ENSG00000138036,ENST00000260605,protein_coding
ENSG00000178732,ENST00000401815,protein_coding
ENSG00000124721,ENST00000327475,protein_coding
ENSG00000065534,ENST00000686039,protein_coding
ENSG00000250821,ENST00000636125,protein_coding
ENSG00000090989,ENST00000381295,protein_coding
ENSG00000105726,ENST00000467160,protein_coding
ENSG00000203943,ENST00000370673,protein_coding
ENSG00000139053,ENST00000266395,protein_coding
ENSG00000124067,ENST00000316341,protein_coding
ENSG00000175398,ENST00000309675,protein_coding
ENSG00000171681,ENST00000539659,protein_coding
ENSG00000259753,ENST00000560629,protein_coding
ENSG00000178852,ENST00000518170,protein_coding
ENSG00000174529,ENST00000367167,protein_coding
ENSG00000116984,ENST00000680454,protein_coding
ENSG00000138075,ENST00000405322,protein_coding
ENSG00000122786,ENST00000417172,protein_coding
ENSG00000145879,ENST00000514394,protein_coding
ENSG00000181896,ENST00000541458,protein_coding
ENSG00000204909,ENST00000511717,protein_coding
ENSG00000143742,ENST00000619790,protein_coding
ENSG00000174799,ENST00000422247,protein_coding
ENSG00000143921,ENST00000644611,protein_coding
ENSG00000145868,ENST00000296701,protein_coding
ENSG00000105708,ENST00000344099,protein_coding
ENSG00000274529,ENST00000536498,protein_coding
ENSG00000258472,ENST00000531839,protein_coding
ENSG00000064547,ENST00000407877,protein_coding
ENSG00000196187,ENST00000366835,protein_coding
ENSG00000167524,ENST00000481916,protein_coding
ENSG00000121316,ENST00000240617,protein_coding
ENSG00000125744,ENST00000430715,protein_coding
ENSG00000223658,ENST00000475092,protein_coding
ENSG00000091527,ENST00000688838,protein_coding
ENSG00000138380,ENST00000402905,protein_coding
ENSG00000154556,ENST00000650145,protein_coding
ENSG00000266728,ENST00000584605,protein_coding
ENSG00000110917,ENST00000228506,protein_coding
ENSG00000156639,ENST00000287218,protein_coding
ENSG00000168961,ENST00000302228,protein_coding
ENSG00000175970,ENST00000618898,protein_coding
ENSG00000122971,ENST00000539690,protein_coding
ENSG00000163781,ENST00000503338,protein_coding
ENSG00000243709,ENST00000272134,protein_coding
ENSG00000183826,ENST00000314100,protein_coding
ENSG00000255835,ENST00000432920,protein_coding
ENSG00000143768,ENST00000420304,protein_coding
ENSG00000157837,ENST00000353487,protein_coding
ENSG00000143819,ENST00000272167,protein_coding
ENSG00000213889,ENST00000401705,protein_coding
ENSG00000124767,ENST00000373365,protein_coding
ENSG00000157782,ENST00000316803,protein_coding
ENSG00000112499,ENST00000486916,protein_coding
ENSG00000146477,ENST00000275300,protein_coding
ENSG00000125741,ENST00000323060,protein_coding
ENSG00000229453,ENST00000434006,protein_coding
ENSG00000116649,ENST00000475189,protein_coding
ENSG00000198670,ENST00000316300,protein_coding
ENSG00000177464,ENST00000323040,protein_coding
ENSG00000168779,ENST00000483851,protein_coding
ENSG00000018869,ENST00000589143,protein_coding
ENSG00000288710,ENST00000683988,protein_coding
ENSG00000085511,ENST00000366919,protein_coding
ENSG00000164270,ENST00000521530,protein_coding
ENSG00000171824,ENST00000304457,protein_coding
ENSG00000167548,ENST00000683543,protein_coding
ENSG00000187527,ENST00000342358,protein_coding
ENSG00000196605,ENST00000589453,protein_coding
ENSG00000169855,ENST00000464233,protein_coding
ENSG00000197766,ENST00000695942,protein_coding
ENSG00000128595,ENST00000535011,protein_coding
ENSG00000070081,ENST00000528644,protein_coding
ENSG00000105639,ENST00000527031,protein_coding
ENSG00000266202,ENST00000582441,protein_coding
ENSG00000117614,ENST00000236273,protein_coding
ENSG00000232859,ENST00000379103,protein_coding
ENSG00000234511,ENST00000706941,protein_coding
ENSG00000230561,ENST00000706942,protein_coding
ENSG00000080709,ENST00000512927,protein_coding
ENSG00000007171,ENST00000313735,protein_coding
ENSG00000110218,ENST00000227638,protein_coding
ENSG00000138095,ENST00000682612,protein_coding
ENSG00000117616,ENST00000569495,protein_coding
ENSG00000163632,ENST00000295896,protein_coding
ENSG00000123901,ENST00000243673,protein_coding
ENSG00000105640,ENST00000222247,protein_coding
ENSG00000233412,ENST00000641450,protein_coding
ENSG00000197584,ENST00000437510,protein_coding
ENSG00000122008,ENST00000503479,protein_coding
ENSG00000254986,ENST00000532677,protein_coding
ENSG00000109452,ENST00000513000,protein_coding
ENSG00000196220,ENST00000383836,protein_coding
ENSG00000089009,ENST00000202773,protein_coding
ENSG00000157219,ENST00000287907,protein_coding
ENSG00000105641,ENST00000222248,protein_coding
ENSG00000187010,ENST00000564398,protein_coding
ENSG00000130226,ENST00000706130,protein_coding
ENSG00000142405,ENST00000324134,protein_coding
ENSG00000026652,ENST00000320285,protein_coding
ENSG00000185345,ENST00000366898,protein_coding
ENSG00000103495,ENST00000545521,protein_coding
ENSG00000112530,ENST00000337019,protein_coding
ENSG00000144550,ENST00000383831,protein_coding
ENSG00000179295,ENST00000531326,protein_coding
ENSG00000269825,ENST00000598322,protein_coding
ENSG00000197857,ENST00000600003,protein_coding
ENSG00000178691,ENST00000322652,protein_coding
ENSG00000174456,ENST00000546651,protein_coding
ENSG00000189430,ENST00000291890,protein_coding
ENSG00000185219,ENST00000396077,protein_coding
ENSG00000175449,ENST00000506212,protein_coding
ENSG00000125084,ENST00000293549,protein_coding
ENSG00000290183,ENST00000703449,protein_coding
ENSG00000006194,ENST00000574253,protein_coding
ENSG00000183955,ENST00000402868,protein_coding
ENSG00000114857,ENST00000468735,protein_coding
ENSG00000197006,ENST00000563026,protein_coding
ENSG00000205177,ENST00000379011,protein_coding
ENSG00000145757,ENST00000477715,protein_coding
ENSG00000112531,ENST00000361758,protein_coding
ENSG00000109794,ENST00000503432,protein_coding
ENSG00000022556,ENST00000588619,protein_coding
ENSG00000173588,ENST00000552632,protein_coding
ENSG00000110429,ENST00000526785,protein_coding
ENSG00000268320,ENST00000595228,protein_coding
ENSG00000272636,ENST00000697390,protein_coding
ENSG00000164292,ENST00000515852,protein_coding
ENSG00000181031,ENST00000331302,protein_coding
ENSG00000173221,ENST00000508780,protein_coding
ENSG00000185716,ENST00000567004,protein_coding
ENSG00000068654,ENST00000263857,protein_coding
ENSG00000077454,ENST00000310300,protein_coding
ENSG00000170439,ENST00000394252,protein_coding
ENSG00000135108,ENST00000622495,protein_coding
ENSG00000198843,ENST00000480740,protein_coding
ENSG00000175267,ENST00000562340,protein_coding
ENSG00000081189,ENST00000504921,protein_coding
ENSG00000279000,ENST00000641238,protein_coding
ENSG00000172362,ENST00000641921,protein_coding
ENSG00000176742,ENST00000641270,protein_coding
ENSG00000280314,ENST00000641662,protein_coding
ENSG00000172457,ENST00000641505,protein_coding
ENSG00000133805,ENST00000527261,protein_coding
ENSG00000135250,ENST00000493638,protein_coding
ENSG00000196284,ENST00000475057,protein_coding
ENSG00000155903,ENST00000515549,protein_coding
ENSG00000173157,ENST00000389420,protein_coding
ENSG00000183921,ENST00000684942,protein_coding
ENSG00000088053,ENST00000310373,protein_coding
ENSG00000185158,ENST00000543378,protein_coding
ENSG00000157322,ENST00000615430,protein_coding
ENSG00000152784,ENST00000508965,protein_coding
ENSG00000198087,ENST00000359314,protein_coding
ENSG00000075651,ENST00000463281,protein_coding
ENSG00000160439,ENST00000592423,protein_coding
ENSG00000115232,ENST00000476089,protein_coding
ENSG00000138675,ENST00000456523,protein_coding
ENSG00000008282,ENST00000455385,protein_coding
ENSG00000124818,ENST00000489301,protein_coding
ENSG00000167553,ENST00000549554,protein_coding
ENSG00000177951,ENST00000410108,protein_coding
ENSG00000112394,ENST00000368851,protein_coding
ENSG00000089250,ENST00000317775,protein_coding
ENSG00000189013,ENST00000345540,protein_coding
ENSG00000173214,ENST00000672303,protein_coding
ENSG00000048342,ENST00000515124,protein_coding
ENSG00000183024,ENST00000328890,protein_coding
ENSG00000148935,ENST00000648096,protein_coding
ENSG00000196689,ENST00000399759,protein_coding
ENSG00000009413,ENST00000462119,protein_coding
ENSG00000214336,ENST00000428390,protein_coding
ENSG00000172073,ENST00000303254,protein_coding
ENSG00000183662,ENST00000478136,protein_coding
ENSG00000153574,ENST00000283646,protein_coding
ENSG00000105819,ENST00000706437,protein_coding
ENSG00000113811,ENST00000495461,protein_coding
ENSG00000278848,ENST00000623042,protein_coding
ENSG00000114650,ENST00000265565,protein_coding
ENSG00000150991,ENST00000536769,protein_coding
ENSG00000087338,ENST00000282570,protein_coding
ENSG00000124440,ENST00000377670,protein_coding
ENSG00000127948,ENST00000453773,protein_coding
ENSG00000188486,ENST00000530167,protein_coding
ENSG00000134817,ENST00000257254,protein_coding
ENSG00000149305,ENST00000260191,protein_coding
ENSG00000259680,ENST00000569103,protein_coding
ENSG00000089094,ENST00000377069,protein_coding
ENSG00000124380,ENST00000244227,protein_coding
ENSG00000198373,ENST00000561780,protein_coding
ENSG00000185201,ENST00000681810,protein_coding
ENSG00000059728,ENST00000435990,protein_coding
ENSG00000164054,ENST00000619810,protein_coding
ENSG00000110200,ENST00000502597,protein_coding
ENSG00000025039,ENST00000369415,protein_coding
ENSG00000135299,ENST00000710308,protein_coding
ENSG00000169564,ENST00000303577,protein_coding
ENSG00000115998,ENST00000264434,protein_coding
ENSG00000011485,ENST00000012443,protein_coding
ENSG00000164134,ENST00000700275,protein_coding
ENSG00000154781,ENST00000463438,protein_coding
ENSG00000115827,ENST00000468592,protein_coding
ENSG00000139436,ENST00000457474,protein_coding
ENSG00000010318,ENST00000327906,protein_coding
ENSG00000071967,ENST00000409484,protein_coding
ENSG00000262304,ENST00000572919,protein_coding
ENSG00000184154,ENST00000538413,protein_coding
ENSG00000169515,ENST00000697726,protein_coding
ENSG00000040531,ENST00000673965,protein_coding
ENSG00000189348,ENST00000593323,protein_coding
ENSG00000180532,ENST00000318203,protein_coding
ENSG00000237651,ENST00000426997,protein_coding
ENSG00000141965,ENST00000269856,protein_coding
ENSG00000183726,ENST00000498135,protein_coding
ENSG00000127666,ENST00000248244,protein_coding
ENSG00000112308,ENST00000378119,protein_coding
ENSG00000105355,ENST00000221957,protein_coding
ENSG00000205457,ENST00000561509,protein_coding
ENSG00000260286,ENST00000565469,protein_coding
ENSG00000282804,ENST00000562221,protein_coding
ENSG00000096696,ENST00000710359,protein_coding
ENSG00000178252,ENST00000395474,protein_coding
ENSG00000204178,ENST00000399766,protein_coding
ENSG00000214940,ENST00000525596,protein_coding
ENSG00000124356,ENST00000339566,protein_coding
ENSG00000197417,ENST00000225519,protein_coding
ENSG00000205784,ENST00000381781,protein_coding
ENSG00000182334,ENST00000641167,protein_coding
ENSG00000249693,ENST00000512175,protein_coding
ENSG00000110756,ENST00000396253,protein_coding
ENSG00000276043,ENST00000612630,protein_coding
ENSG00000213977,ENST00000225525,protein_coding
ENSG00000233024,ENST00000545114,protein_coding
ENSG00000257950,ENST00000550383,protein_coding
ENSG00000198860,ENST00000423085,protein_coding
ENSG00000128040,ENST00000509707,protein_coding
ENSG00000127774,ENST00000248378,protein_coding
ENSG00000083454,ENST00000552276,protein_coding
ENSG00000005249,ENST00000265717,protein_coding
ENSG00000185164,ENST00000330537,protein_coding
ENSG00000163931,ENST00000462138,protein_coding
ENSG00000174473,ENST00000511251,protein_coding
ENSG00000160838,ENST00000337428,protein_coding
ENSG00000010704,ENST00000353147,protein_coding
ENSG00000155816,ENST00000447095,protein_coding
ENSG00000286137,ENST00000651045,protein_coding
ENSG00000186777,ENST00000419098,protein_coding
ENSG00000267059,ENST00000585937,protein_coding
ENSG00000127540,ENST00000591899,protein_coding
ENSG00000131127,ENST00000366506,protein_coding
ENSG00000171124,ENST00000303225,protein_coding
ENSG00000006576,ENST00000422959,protein_coding
ENSG00000182903,ENST00000515578,protein_coding
ENSG00000110768,ENST00000453096,protein_coding
ENSG00000166359,ENST00000592765,protein_coding
ENSG00000250361,ENST00000429670,protein_coding
ENSG00000130881,ENST00000592484,protein_coding
ENSG00000130876,ENST00000253188,protein_coding
ENSG00000248487,ENST00000497864,protein_coding
ENSG00000113649,ENST00000507175,protein_coding
ENSG00000180875,ENST00000318160,protein_coding
ENSG00000180767,ENST00000319340,protein_coding
ENSG00000143382,ENST00000369039,protein_coding
ENSG00000163507,ENST00000295746,protein_coding
ENSG00000083457,ENST00000572179,protein_coding
ENSG00000135226,ENST00000335568,protein_coding
ENSG00000153879,ENST00000652630,protein_coding
ENSG00000150967,ENST00000344275,protein_coding
ENSG00000173432,ENST00000532858,protein_coding
ENSG00000104904,ENST00000590943,protein_coding
ENSG00000156096,ENST00000512583,protein_coding
ENSG00000113851,ENST00000639284,protein_coding
ENSG00000110777,ENST00000393067,protein_coding
ENSG00000183426,ENST00000472413,protein_coding
ENSG00000177602,ENST00000325418,protein_coding
ENSG00000273734,ENST00000621615,protein_coding
ENSG00000184557,ENST00000330871,protein_coding
ENSG00000188305,ENST00000342063,protein_coding
ENSG00000184007,ENST00000602725,protein_coding
ENSG00000220008,ENST00000698372,protein_coding
ENSG00000135316,ENST00000616122,protein_coding
ENSG00000087157,ENST00000586325,protein_coding
ENSG00000250799,ENST00000587808,protein_coding
ENSG00000173610,ENST00000503640,protein_coding
ENSG00000204381,ENST00000533999,protein_coding
ENSG00000229833,ENST00000698396,protein_coding
ENSG00000179889,ENST00000563679,protein_coding
ENSG00000159692,ENST00000382952,protein_coding
ENSG00000076944,ENST00000698369,protein_coding
ENSG00000157077,ENST00000287727,protein_coding
ENSG00000204278,ENST00000586400,protein_coding
ENSG00000170145,ENST00000304987,protein_coding
ENSG00000249662,ENST00000503267,protein_coding
ENSG00000268799,ENST00000600799,protein_coding
ENSG00000113805,ENST00000263665,protein_coding
ENSG00000283740,ENST00000510838,protein_coding
ENSG00000179603,ENST00000358373,protein_coding
ENSG00000249156,ENST00000503184,protein_coding
ENSG00000137707,ENST00000356018,protein_coding
ENSG00000170160,ENST00000478303,protein_coding
ENSG00000269466,ENST00000598383,protein_coding
ENSG00000183644,ENST00000375618,protein_coding
ENSG00000197980,ENST00000465728,protein_coding
ENSG00000162493,ENST00000294489,protein_coding
ENSG00000151117,ENST00000527002,protein_coding
ENSG00000179057,ENST00000513874,protein_coding
ENSG00000135124,ENST00000337233,protein_coding
ENSG00000144843,ENST00000478399,protein_coding
ENSG00000124299,ENST00000593085,protein_coding
ENSG00000174844,ENST00000495027,protein_coding
ENSG00000110786,ENST00000477854,protein_coding
ENSG00000162542,ENST00000294543,protein_coding
ENSG00000161040,ENST00000440067,protein_coding
ENSG00000197826,ENST00000358105,protein_coding
ENSG00000266302,ENST00000448331,protein_coding
ENSG00000152377,ENST00000394945,protein_coding
ENSG00000146021,ENST00000506491,protein_coding
ENSG00000152785,ENST00000282701,protein_coding
ENSG00000158955,ENST00000575372,protein_coding
ENSG00000224940,ENST00000489835,protein_coding
ENSG00000138669,ENST00000545647,protein_coding
ENSG00000163882,ENST00000456318,protein_coding
ENSG00000178922,ENST00000583037,protein_coding
ENSG00000108433,ENST00000640608,protein_coding
ENSG00000106069,ENST00000439384,protein_coding
ENSG00000168631,ENST00000636043,protein_coding
ENSG00000030110,ENST00000442998,protein_coding
ENSG00000205809,ENST00000535069,protein_coding
ENSG00000204967,ENST00000618834,protein_coding
ENSG00000096433,ENST00000374316,protein_coding
ENSG00000183695,ENST00000329773,protein_coding
ENSG00000170255,ENST00000526914,protein_coding
ENSG00000145495,ENST00000274140,protein_coding
ENSG00000138696,ENST00000515059,protein_coding
ENSG00000182973,ENST00000331889,protein_coding
ENSG00000166086,ENST00000532252,protein_coding
ENSG00000139631,ENST00000267085,protein_coding
ENSG00000121753,ENST00000398556,protein_coding
ENSG00000123612,ENST00000243349,protein_coding
ENSG00000157680,ENST00000453654,protein_coding
ENSG00000151502,ENST00000281187,protein_coding
ENSG00000157045,ENST00000566542,protein_coding
ENSG00000115170,ENST00000682025,protein_coding
ENSG00000182168,ENST00000453304,protein_coding
ENSG00000137288,ENST00000606961,protein_coding
ENSG00000164236,ENST00000296657,protein_coding
ENSG00000151500,ENST00000392595,protein_coding
ENSG00000161896,ENST00000293756,protein_coding
ENSG00000173531,ENST00000448220,protein_coding
ENSG00000184347,ENST00000519560,protein_coding
ENSG00000161904,ENST00000506578,protein_coding
ENSG00000085721,ENST00000198767,protein_coding
ENSG00000182158,ENST00000330387,protein_coding
ENSG00000151247,ENST00000450253,protein_coding
ENSG00000177558,ENST00000324675,protein_coding
ENSG00000048540,ENST00000441439,protein_coding
ENSG00000105698,ENST00000222305,protein_coding
ENSG00000112624,ENST00000314073,protein_coding
ENSG00000151498,ENST00000526026,protein_coding
ENSG00000106436,ENST00000223167,protein_coding
ENSG00000124574,ENST00000372515,protein_coding
ENSG00000188958,ENST00000340524,protein_coding
ENSG00000262633,ENST00000571841,protein_coding
ENSG00000105849,ENST00000222567,protein_coding
ENSG00000179673,ENST00000322329,protein_coding
ENSG00000164024,ENST00000510209,protein_coding
ENSG00000173452,ENST00000405844,protein_coding
ENSG00000004897,ENST00000066544,protein_coding
ENSG00000144741,ENST00000676754,protein_coding
ENSG00000071462,ENST00000265758,protein_coding
ENSG00000185662,ENST00000640082,protein_coding
ENSG00000162631,ENST00000370073,protein_coding
ENSG00000250722,ENST00000514985,protein_coding
ENSG00000171462,ENST00000430324,protein_coding
ENSG00000155957,ENST00000358230,protein_coding
ENSG00000197894,ENST00000296412,protein_coding
ENSG00000091704,ENST00000481342,protein_coding
ENSG00000105697,ENST00000598398,protein_coding
ENSG00000166105,ENST00000389887,protein_coding
ENSG00000105695,ENST00000600291,protein_coding
ENSG00000080603,ENST00000411466,protein_coding
ENSG00000128714,ENST00000392539,protein_coding
ENSG00000137221,ENST00000372444,protein_coding
ENSG00000170178,ENST00000406506,protein_coding
ENSG00000128713,ENST00000498438,protein_coding
ENSG00000128710,ENST00000490088,protein_coding
ENSG00000080802,ENST00000451834,protein_coding
ENSG00000172489,ENST00000313033,protein_coding
ENSG00000277932,ENST00000610445,protein_coding
ENSG00000128709,ENST00000249499,protein_coding
ENSG00000177030,ENST00000527170,protein_coding
ENSG00000163374,ENST00000368339,protein_coding
ENSG00000175879,ENST00000429017,protein_coding
ENSG00000162076,ENST00000293981,protein_coding
ENSG00000170166,ENST00000306324,protein_coding
ENSG00000196156,ENST00000391356,protein_coding
ENSG00000244537,ENST00000377726,protein_coding
ENSG00000198443,ENST00000398472,protein_coding
ENSG00000168314,ENST00000451925,protein_coding
ENSG00000087258,ENST00000675160,protein_coding
ENSG00000239886,ENST00000377721,protein_coding
ENSG00000172551,ENST00000652289,protein_coding
ENSG00000134982,ENST00000509732,protein_coding
ENSG00000262179,ENST00000573382,protein_coding
ENSG00000204873,ENST00000411528,protein_coding
ENSG00000187272,ENST00000254072,protein_coding
ENSG00000241595,ENST00000334109,protein_coding
ENSG00000212658,ENST00000391353,protein_coding
ENSG00000112759,ENST00000651428,protein_coding
ENSG00000175175,ENST00000308249,protein_coding
ENSG00000161813,ENST00000550522,protein_coding
ENSG00000198099,ENST00000508393,protein_coding
ENSG00000108384,ENST00000697675,protein_coding
ENSG00000105699,ENST00000597933,protein_coding
ENSG00000128645,ENST00000331462,protein_coding
ENSG00000015520,ENST00000289547,protein_coding
ENSG00000128652,ENST00000459979,protein_coding
ENSG00000144218,ENST00000409236,protein_coding
ENSG00000172955,ENST00000394897,protein_coding
ENSG00000144893,ENST00000685357,protein_coding
ENSG00000162105,ENST00000601538,protein_coding
ENSG00000164308,ENST00000510373,protein_coding
ENSG00000187758,ENST00000209668,protein_coding
ENSG00000183971,ENST00000567649,protein_coding
ENSG00000196616,ENST00000305046,protein_coding
ENSG00000196993,ENST00000550983,protein_coding
ENSG00000266173,ENST00000640870,protein_coding
ENSG00000169203,ENST00000550665,protein_coding
ENSG00000140939,ENST00000565560,protein_coding
ENSG00000136271,ENST00000446987,protein_coding
ENSG00000248144,ENST00000515683,protein_coding
ENSG00000007129,ENST00000618577,protein_coding
ENSG00000103544,ENST00000544670,protein_coding
ENSG00000105352,ENST00000221954,protein_coding
ENSG00000170500,ENST00000393437,protein_coding
ENSG00000163138,ENST00000471979,protein_coding
ENSG00000113441,ENST00000395784,protein_coding
ENSG00000181555,ENST00000687657,protein_coding
ENSG00000007306,ENST00000401731,protein_coding
ENSG00000105388,ENST00000398599,protein_coding
ENSG00000183560,ENST00000687084,protein_coding
ENSG00000115526,ENST00000264249,protein_coding
ENSG00000151503,ENST00000686368,protein_coding
ENSG00000267881,ENST00000435837,protein_coding
ENSG00000086548,ENST00000595740,protein_coding
ENSG00000145721,ENST00000274382,protein_coding
ENSG00000170956,ENST00000357396,protein_coding
ENSG00000096384,ENST00000620073,protein_coding
ENSG00000028203,ENST00000549589,protein_coding
ENSG00000169045,ENST00000329433,protein_coding
ENSG00000158604,ENST00000457408,protein_coding
ENSG00000273111,ENST00000343055,protein_coding
ENSG00000142025,ENST00000601660,protein_coding
ENSG00000127824,ENST00000248437,protein_coding
ENSG00000105953,ENST00000439616,protein_coding
ENSG00000105372,ENST00000598466,protein_coding
ENSG00000135924,ENST00000425450,protein_coding
ENSG00000157593,ENST00000393810,protein_coding
ENSG00000178084,ENST00000318351,protein_coding
ENSG00000268041,ENST00000597630,protein_coding
ENSG00000146232,ENST00000619360,protein_coding
ENSG00000105404,ENST00000598057,protein_coding
ENSG00000186038,ENST00000415389,protein_coding
ENSG00000178233,ENST00000451188,protein_coding
ENSG00000272442,ENST00000505802,protein_coding
ENSG00000146221,ENST00000371505,protein_coding
ENSG00000285505,ENST00000644613,protein_coding
ENSG00000124608,ENST00000244571,protein_coding
ENSG00000105409,ENST00000441343,protein_coding
ENSG00000138381,ENST00000607062,protein_coding
ENSG00000162032,ENST00000566339,protein_coding
ENSG00000249481,ENST00000674044,protein_coding
ENSG00000286053,ENST00000605941,protein_coding
ENSG00000286165,ENST00000606910,protein_coding
ENSG00000128694,ENST00000264151,protein_coding
ENSG00000235098,ENST00000520296,protein_coding
ENSG00000122515,ENST00000413916,protein_coding
ENSG00000096401,ENST00000371477,protein_coding
ENSG00000161204,ENST00000421340,protein_coding
ENSG00000143740,ENST00000681827,protein_coding
ENSG00000124749,ENST00000488912,protein_coding
ENSG00000128699,ENST00000392349,protein_coding
ENSG00000140859,ENST00000465878,protein_coding
ENSG00000117411,ENST00000498543,protein_coding
ENSG00000151687,ENST00000441800,protein_coding
ENSG00000183020,ENST00000529818,protein_coding
ENSG00000162745,ENST00000533556,protein_coding
ENSG00000135679,ENST00000258149,protein_coding
ENSG00000187862,ENST00000368236,protein_coding
ENSG00000185774,ENST00000382152,protein_coding
ENSG00000162891,ENST00000367098,protein_coding
ENSG00000144224,ENST00000415164,protein_coding
ENSG00000137976,ENST00000370665,protein_coding
ENSG00000161021,ENST00000292599,protein_coding
ENSG00000168137,ENST00000431285,protein_coding
ENSG00000203663,ENST00000642011,protein_coding
ENSG00000213316,ENST00000465572,protein_coding
ENSG00000115850,ENST00000264162,protein_coding
ENSG00000198128,ENST00000359959,protein_coding
ENSG00000171180,ENST00000641868,protein_coding
ENSG00000105369,ENST00000221972,protein_coding
ENSG00000157873,ENST00000426449,protein_coding
ENSG00000048052,ENST00000417496,protein_coding
ENSG00000172893,ENST00000534795,protein_coding
ENSG00000169047,ENST00000305123,protein_coding
ENSG00000161013,ENST00000518778,protein_coding
ENSG00000126453,ENST00000619007,protein_coding
ENSG00000144468,ENST00000424132,protein_coding
ENSG00000169031,ENST00000396578,protein_coding
ENSG00000196503,ENST00000360096,protein_coding
ENSG00000171476,ENST00000554144,protein_coding
ENSG00000135314,ENST00000257765,protein_coding
ENSG00000135324,ENST00000257776,protein_coding
ENSG00000135315,ENST00000461137,protein_coding
ENSG00000204505,ENST00000415919,protein_coding
ENSG00000177151,ENST00000641268,protein_coding
ENSG00000180708,ENST00000641042,protein_coding
ENSG00000168264,ENST00000366610,protein_coding
ENSG00000162775,ENST00000652747,protein_coding
ENSG00000260596,ENST00000616166,protein_coding
ENSG00000081692,ENST00000485807,protein_coding
ENSG00000105612,ENST00000222219,protein_coding
ENSG00000168936,ENST00000382936,protein_coding
ENSG00000179023,ENST00000400664,protein_coding
ENSG00000173171,ENST00000368376,protein_coding
