"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation_status"
"ENST00000543153",0.883560830535086,-2.99983201708861,0.247240558365146,-12.13325207209,7.03971730724996e-34,1.20847864194474e-33,"Downregulated"
"ENST00000543157",0.419814244360445,-2.06706165772238,0.26932702335867,-7.67491368650972,1.65530072658463e-14,2.26928895466249e-14,"Downregulated"
"ENST00000543160",3.35631039094213,-5.02644742431291,0.239436254305389,-20.9928418688923,7.62479158110253e-98,2.76306839649864e-97,"Downregulated"
"ENST00000543164",1.20779695246199,-3.6223144607697,0.23971080360474,-15.1111856716419,1.36658455933508e-51,2.84757056258096e-51,"Downregulated"
"ENST00000543175",5.37592941071281,-5.67981309143088,0.228483597070556,-24.8587345623631,2.08052101423601e-136,1.22250390504597e-135,"Downregulated"
"ENST00000543196",0.89069410922155,-3.12793255104016,0.254916110496991,-12.2704388708186,1.30543832130751e-34,2.25768352466764e-34,"Downregulated"
"ENST00000543226",3.60337935150596,-5.15044360174742,0.22768547192664,-22.6208706166676,2.70097459857483e-113,1.19121558769822e-112,"Downregulated"
"ENST00000543235",2.6085287092962,-4.65681509791499,0.232025647251327,-20.0702601332292,1.34299821294884e-89,4.3813460588132e-89,"Downregulated"
"ENST00000543251",0.520791193265174,-2.31601651151762,0.261082070821614,-8.87083706755203,7.25981085311185e-19,1.04701844247605e-18,"Downregulated"
"ENST00000543264",0.905824607459036,-3.02748958474924,0.25044222092915,-12.0885750554245,1.21373542456793e-33,2.07777616657804e-33,"Downregulated"
"ENST00000543283",4.81763451691268,-5.53463105719961,0.226055173614106,-24.4835407600432,2.21199417371162e-132,1.23356635315439e-131,"Downregulated"
"ENST00000543284",0.651046492911135,-2.68727859158248,0.253022459192004,-10.6207116955703,2.38733978406412e-26,3.75701618893664e-26,"Downregulated"
"ENST00000543304",5.95723678530286,-5.77633329097131,0.245734327428877,-23.5064158573578,3.50686225902893e-122,1.72497187455291e-121,"Downregulated"
"ENST00000543341",2.61917582339253,-4.66521519717084,0.229744372988118,-20.306112991991,1.13542502495911e-91,3.80766171156176e-91,"Downregulated"
"ENST00000543382",0.226988406817011,-1.51634008351846,0.317050892276979,-4.78263938205155,1.73008342396225e-06,2.12430686049971e-06,"Downregulated"
"ENST00000543435",6.66347396420557,-5.96850635192263,0.251674993902339,-23.7151345844024,2.51701161712348e-124,1.27270387480613e-123,"Downregulated"
"ENST00000543462",17.9441090662977,-7.39575622057918,0.249033760964701,-29.6978055984445,8.19631125925678e-194,1.00390045861793e-192,"Downregulated"
"ENST00000543465",1.15481616160321,-3.43130024694076,0.241691153539164,-14.1970452649801,9.55572660913068e-46,1.86732864781931e-45,"Downregulated"
"ENST00000543468",2.51714689231801,-4.43672434894842,0.233278232477314,-19.0190242005537,1.18671605097338e-80,3.47476936736323e-80,"Downregulated"
